区,I
B3,B
层,I
电渣,B
压力,I
焊,I
钢筋,I
错位,
，,
要求,
总包,
【,
中建,
】,
于,
12月,
4日,
前,
整改,
完成,
,
T3,B
区,I
钢筋,B
保护层,I
垫块,I
过,
少,
，,
要求,
总包,
【,
中建,
】,
于,
12月,
4日,
前,
整改,
完成,
,
Q1,B
-,I
3B3,I
层区,I
止水,B
钢板,I
未,
居中,
，,
要求,
总包,
【,
中建,
】,
于,
12月,
11日,
前,
整改,
完成,
,
Q1,B
-,I
7,I
区,I
墙,B
底部,I
未,
清理,
，,
要求,
总包,
【,
中建,
】,
于,
12月,
11日,
前,
整改,
完成,
,
Q2,B
-,I
3,I
区,I
柱,B
底部,I
露筋,
，,
要求,
总包,
【,
中建,
】,
于,
12月,
11日,
前,
整改,
完成,
,
Q3,B
-,I
1B3,I
层,I
板,B
筋,I
保护层,I
不足,
，,
要求,
总包,
【,
中建,
】,
于,
12月,
11日,
前,
整改,
完成,
,
Q3,B
-,I
1,I
区,I
B3,B
层,I
柱,B
底部,I
主筋,B
偏位,
未,
调整,
，,
要求,
总包,
【,
中建,
】,
于,
12月,
11日,
前,
整改,
完成,
,
Q3,B
-,I
3,I
区,I
B3,B
层,I
支模架,B
底部,I
对拉,B
螺杆,I
未,
使用,
双,B
蝴蝶,I
卡扣,I
，,
要求,
总包,
【,
中建,
】,
于,
12月,
11日,
前,
整改,
完成,
,
T2,B
-,I
1,I
区,I
地,B
梁,I
连接处,I
未,
凿,
毛,
，,
要求,
总包,
【,
中建,
】,
于,
12月,
11日,
前,
整改,
完成,
,
T2,B
架空层,I
立杆,B
顶部,I
使用,
扣件,
，,
要求,
总包,
【,
中建,
】,
于,
12月,
11日,
前,
整改,
完成,
,
Q1,B
-,I
7B3,I
层区,I
止水,B
钢板,I
浇筑,
高度,
未,
进行,
控制,
，,
要求,
总包,
【,
中建,
】,
于,
12月,
18,
日前,
整改,
完成,
,
Q2,B
-,I
1,I
区,I
B2,B
层,I
止水,B
钢筋,I
未,
四面,
满焊,
，,
要求,
总包,
【,
中建,
】,
于,
12月,
18,
日前,
整改,
完成,
,
Q2,B
-,I
5,I
区,I
B3,B
层,I
立杆,B
悬空,
，,
要求,
总包,
【,
中建,
】,
于,
12月,
18,
日前,
整改,
完成,
,
Q2,B
-,I
1,I
区,I
B2,B
层,I
板,B
面,I
箍筋,I
肢数,
不足,
，,
要求,
总包,
【,
中建,
】,
于,
12月,
18,
日前,
整改,
完成,
,
Q3,B
-,I
3,I
区,I
B1,B
层,I
梁底,B
建,
渣,
未,
清理,
，,
要求,
总包,
【,
中建,
】,
于,
12月,
18,
日前,
整改,
完成,
,
Q3,B
-,I
3,I
区,I
B1,B
层,I
梁,B
倾斜,
严重,
，,
要求,
总包,
【,
中建,
】,
于,
12月,
18,
日前,
整改,
完成,
,
T2,B
区,I
立杆,B
底部,I
悬空,
，,
要求,
总包,
【,
中建,
】,
于,
12月,
18,
日前,
整改,
完成,
,
T3,B
区,I
B3,B
层,I
立杆,B
回顶,I
扫地杆,I
被,
拆除,
，,
要求,
总包,
【,
中建,
】,
于,
12月,
18,
日前,
整改,
完成,
,
T,B
楼,I
钢筋房,I
机械,B
连接,I
丝牙,I
未,
佩戴,
保护帽,B
，,
要求,
总包,
【,
中建,
】,
于,
12月,
23日,
前,
整改,
完成,
,
T2,B
区,I
B3,B
层,I
模板,B
孔洞,I
较,
多,
，,
要求,
总包,
【,
中建,
】,
于,
12月,
24日,
前,
整改,
完成,
,
T2,B
区,I
B3,B
层,I
穿梁,B
套管,I
未,
按,
设计,
要求,
进行,
加强,
，,
要求,
总包,
【,
中建,
】,
于,
12月,
25日,
前,
整改,
完成,
,
Q2,B
-,I
5,I
区,I
B2,B
层,I
梁底,B
存在,
杂物,
，,
要求,
总包,
【,
中建,
】,
于,
12月,
21日,
前,
整改,
完成,
,
Q2,B
-,I
4,I
区,I
B2,B
层,I
施工,B
缝,I
位置,I
回顶,
不,
符合,
要求,
，,
要求,
总包,
【,
中建,
】,
于,
12月,
25日,
前,
整改,
完成,
,
Q3,B
-,I
1,I
区,I
B2,B
层,I
模板,B
拼缝,
过,
大,
，,
要求,
总包,
【,
中建,
】,
于,
12月,
22日,
前,
整改,
完成,
,
Q3,B
-,I
1,I
区,I
B2,B
层,I
柱帽,B
附加,I
钢筋,I
锚固,
长度,
不足,
，,
要求,
总包,
【,
中建,
】,
于,
12月,
22日,
前,
整改,
完成,
,
Q1,B
-,I
7,I
区,I
B3,B
层,I
梁,B
箍筋,I
偏位,
严重,
且,
绑扎,
不,
牢固,
，,
要求,
总包,
【,
中建,
】,
于,
12月,
23日,
前,
整改,
完成,
,
Q1,B
-,I
3,I
区,I
B3,B
层,I
挡墙,B
上口,I
模板,I
无,
封口方,
，,
要求,
总包,
【,
中建,
】,
于,
12月,
23日,
前,
整改,
完成,
,
Q3,B
-,I
5,I
区,I
L1,B
层,I
后浇带,B
内,
杂物,
未,
及时,
清理,
，,
要求,
总包,
【,
中建,
】,
于,
12月,
23日,
前,
整改,
完成,
,
Q3,B
-,I
1,I
区,I
B2,B
层,I
卸料,B
平台,I
留设,
不,
满足,
方案,
要求,
，,
要求,
总包,
【,
中建,
】,
于,
12月,
23日,
前,
整改,
完成,
,
Q1,B
-,I
7,I
区,I
B3,B
层,I
板,B
柱帽,I
拼缝,
过,
大,
，,
要求,
总包,
【,
中建,
】,
于,
12月,
29日,
前,
整改,
完成,
,
Q1,B
-,I
4,I
区,I
B3,B
层,I
柱底,B
杂物,
未,
清理,
干净,
，,
要求,
总包,
【,
中建,
】,
于,
12月,
29日,
前,
整改,
完成,
,
Q1,B
-,I
4,I
区,I
B3,B
层,I
柱,B
模板,I
错台,
，,
要求,
总包,
【,
中建,
】,
于,
12月,
29日,
前,
整改,
完成,
,
Q2,B
-,I
3,I
区,I
B3,B
层,I
梁,B
钢筋,I
机械,I
连接,I
外露,I
丝牙,I
过,
多,
，,
要求,
总包,
【,
中建,
】,
于,
12月,
30,
日前,
整改,
完成,
,
Q2,B
-,I
3,I
区,I
B3,B
层,I
梁,B
钢筋,I
箍筋,I
不,
满足,
要求,
，,
要求,
总包,
【,
中建,
】,
于,
12月,
31日,
前,
整改,
完成,
,
Q2,B
-,I
3,I
区,I
B3,B
层,I
梁底,B
钢筋,I
未,
绑扎,
，,
要求,
总包,
【,
中建,
】,
于,
12月,
31日,
前,
整改,
完成,
,
Q3,B
-,I
2,I
区,I
B2,B
层,I
柱帽,B
钢筋,I
锚固,
长度,
不足,
，,
要求,
总包,
【,
中建,
】,
于,
12月,
31日,
前,
整改,
完成,
,
Q3,B
区,I
钢筋,B
加工房,I
机械,B
连接,I
接头,I
未,
佩戴,
保护帽,B
，,
要求,
总包,
【,
中建,
】,
于,
12月,
28,
日前,
整改,
完成,
,
Q3,B
区,I
砼,B
养护,
记录牌,
未,
及时,
进行,
更新,
，,
要求,
总包,
【,
中建,
】,
于,
12月,
29日,
前,
整改,
完成,
,
T2,B
区,I
B3,B
层,I
立杆,B
悬空,
未,
落地,
，,
要求,
总包,
【,
中建,
】,
于,
12月,
29日,
前,
整改,
完成,
,
T3,B
区,I
L2,B
层,I
梁,B
钢筋,I
未,
进行,
弯锚,
，,
要求,
总包,
【,
中建,
】,
于,
12月,
29日,
前,
整改,
完成,
,
Q1,B
-,I
3,I
B,I
3,I
层,I
外挡,B
墙,I
止水钢板,I
未,
进行,
四面,
满,
焊,
，,
要求,
总包,
【,
中,
建,
】,
于,
1,
月,
8,
日,
前,
整改,
完成,
,
Q1,B
-,I
7,I
B,I
3,I
层,I
顶托,B
伸出,
过,
长,
，,
要求,
总包,
【,
中,
建,
】,
于,
1,
月,
6,
日,
前,
整改,
完成,
,
Q2,B
-,I
3B2,I
层,I
柱,B
主筋,I
直,I
螺纹,I
未,
佩戴,
保护罩,B
，,
要求,
总包,
【,
中建,
】,
于,
1月,
5日,
前,
整改,
完成,
,
Q3,B
-,I
3,I
B,I
2,I
层,I
柱,B
主筋,I
被,
焊,
断,
，,
要求,
总包,
【,
中,
建,
】,
于,
1,
月,
5,
日,
前,
整改,
完成,
,
Q3,B
-,I
3,I
B,I
2,I
层,I
梁钢筋,B
直,I
螺纹,I
连接,I
外露,I
丝牙,I
过,
多,
，,
要求,
总包,
【,
中,
建,
】,
于,
1,
月,
5,
日,
前,
整改,
完成,
,
Q3,B
-,I
3,I
B,I
2,I
层,I
柱,B
钢筋,I
少,
单肢,B
箍,I
，,
要求,
总包,
【,
中,
建,
】,
于,
1,
月,
5,
日,
前,
整改,
完成,
,
Q3,B
-,I
4,I
接桩,I
凿,
毛,
未,
凿,
设,
到位,
，,
要求,
总包,
【,
中建,
】,
于,
1月,
5日,
前,
整改,
完成,
,
T3,B
区,I
L2,B
层,I
支模架,B
扫地杆,I
过,
高,
，,
要求,
总包,
【,
中建,
】,
于,
1月,
6日,
前,
整改,
完成,
,
T3,B
区,I
L1,B
层,I
柱,B
底部,I
未,
浇筑,
密实,
，,
要求,
总包,
【,
中建,
】,
于,
1月,
5日,
前,
整改,
完成,
,
Q1,B
-,I
3,I
区,I
B1,B
层,I
墙柱,B
未,
凿,
毛,
，,
要求,
总包,
【,
中建,
】,
于,
1月,
10日,
前,
整改,
完成,
,
Q1,B
-,I
5,I
区,I
B3,B
层内,I
架,B
立杆,I
悬空,
，,
要求,
总包,
【,
中建,
】,
于,
1月,
10日,
前,
整改,
完成,
,
Q2,B
-,I
3,I
区,I
B2,B
层,I
梁主筋,B
直,I
螺纹,I
外露,I
丝牙,I
过,
多,
，,
要求,
总包,
【,
中建,
】,
于,
1月,
11日,
前,
整改,
完成,
,
Q2,B
-,I
1,I
区,I
L1,B
层,I
梁柱,B
边,I
少,
箍筋,B
，,
要求,
总包,
【,
中建,
】,
于,
1月,
11日,
前,
整改,
完成,
,
Q2,B
-,I
1,I
区,I
L1,B
层,I
梁,B
钢筋,I
主次,B
梁,I
交接处,I
箍筋,I
加密,
肢数,
不足,
，,
要求,
总包,
【,
中建,
】,
于,
1月,
11日,
前,
整改,
完成,
,
Q3,B
-,I
2,I
B,I
2,I
层,I
板,B
模板,I
拼缝,
过,
大,
，,
要求,
总包,
【,
中,
建,
】,
于,
1,
月,
11,
日,
前,
整改,
完成,
,
Q3,B
-,I
2,I
区,I
B,B
2,I
层,I
柱帽,B
附加,I
筋,I
锚固,
长度,
不,
足,
，,
要求,
总包,
【,
中,
建,
】,
于,
1,
月,
11,
日,
前,
整改,
完成,
,
Q3,B
-,I
2,I
区,I
B2,B
层,I
直螺纹,B
连接,I
未,
错头,
，,
要求,
总包,
【,
中建,
】,
于,
1月,
11日,
前,
整改,
完成,
,
T2,B
-,I
1,I
区,I
L1,B
层,I
梁,B
底部,I
主筋,B
未,
绑扎,
，,
垫块,
缺失,
，,
要求,
总包,
【,
中建,
】,
于,
1月,
11日,
前,
整改,
完成,
,
T3,B
区,I
L2,B
层,I
梁底,B
支模架,I
立杆,I
顶部,I
未,
使用,
顶托,B
，,
要求,
总包,
【,
中建,
】,
于,
1月,
11日,
前,
整改,
完成,
,
T2,B
-,I
1,I
区,I
B1,B
层,I
梁,B
内,I
未,
进行,
凿毛,
，,
要求,
总包,
【,
中建,
】,
于,
1月,
21日,
前,
整改,
完成,
,
T2,B
-,I
1,I
区,I
B1,B
层,I
结构,B
梁,I
加密箍,I
支数,
不,
满足,
要求,
，,
要求,
总包,
【,
中建,
】,
于,
1月,
21日,
前,
整改,
完成,
,
T3,B
区,I
L3,B
层,I
梁,B
内,I
存在,
杂物,
，,
要求,
总包,
【,
中建,
】,
于,
1月,
20日,
前,
整改,
完成,
,
T2,B
-,I
1,I
区,I
B1,B
层,I
梁,B
未,
设置,
封口方,B
模板,B
不,
平直,
，,
要求,
总包,
【,
中建,
】,
于,
1月,
22日,
前,
整改,
完成,
,
Q1,B
-,I
4,I
区,I
B2,B
层,I
结构板,B
模板,I
拼缝,
过,
大,
，,
要求,
总包,
【,
中建,
】,
于,
1月,
20日,
前,
整改,
完成,
,
Q1,B
-,I
2,I
区,I
L1,B
层,I
钢筋,B
未,
进行,
防锈,
处理,
，,
要求,
总包,
【,
中建,
】,
于,
1月,
22日,
前,
整改,
完成,
,
Q1,B
-,I
3,I
区,I
B1,B
层,I
柱底,B
背楞,B
未,
使用,
双,B
蝴蝶,I
卡扣,I
，,
要求,
总包,
【,
中建,
】,
于,
1月,
20日,
前,
整改,
完成,
,
Q2,B
-,I
5,I
区,I
B1,B
层,I
结构,B
穿梁,I
套管,I
未,
加强,
，,
要求,
总包,
【,
中建,
】,
于,
1月,
20日,
前,
整改,
完成,
,
Q2,B
-,I
1,I
区,I
L1,B
层,I
板面,B
垃圾,
较,
多,
，,
要求,
总包,
【,
中建,
】,
于,
1月,
18,
日前,
整改,
完成,
,
Q2,B
-,I
5,I
区,I
B1,B
层,I
结构,B
梁底筋,I
未,
绑扎,
，,
要求,
总包,
【,
中建,
】,
于,
1月,
20日,
前,
整改,
完成,
,
Q2,B
区,I
钢筋房,B
机械,I
连接,I
接头,I
未,
佩戴,
保护帽,B
，,
要求,
总包,
【,
中建,
】,
于,
1月,
23日,
前,
整改,
完成,
,
Q3,B
-,I
3,I
区,I
B1,B
层,I
柱子,B
单肢,I
箍,I
未,
按,
设计,
要求,
加设,
，,
要求,
总包,
【,
中建,
】,
于,
1月,
19日,
前,
整改,
完成,
,
Q3,B
-,I
3,I
区,I
B1,B
层,I
柱子,B
钢筋,I
未,
蹬,
角,
，,
要求,
总包,
【,
中建,
】,
于,
1月,
19日,
前,
整改,
完成,
,
Q3,B
区,I
钢筋房,B
机械,I
连接,I
接头,I
未,
打磨,
平整,
，,
要求,
总包,
【,
中建,
】,
于,
1月,
22日,
前,
整改,
完成,
,
Q3,B
-,I
2,I
区,I
B2,B
层,I
模板,B
拼缝,
过,
大,
，,
要求,
总包,
【,
中建,
】,
于,
1月,
20日,
前,
整改,
完成,
,
Q1,B
-,I
6,I
区,I
B2,B
层,I
止水,B
钢板,I
未,
满,
焊,
，,
要求,
总包,
【,
中建,
】,
于,
1月,
24日,
前,
整改,
完成,
,
Q1,B
-,I
7,I
区,I
B1,B
层,I
板面,B
脚印,
较,
多,
，,
要求,
总包,
【,
中建,
】,
于,
1月,
27日,
前,
整改,
完成,
,
Q3,B
-,I
2,I
区,I
B1,B
层,I
墙,B
柱,I
露筋,
，,
要求,
总包,
【,
中建,
】,
于,
1月,
27日,
前,
整改,
完成,
,
T2,B
区,I
B1,B
层,I
墙柱,B
钢筋,I
外露,
丝扣,B
过多,
，,
要求,
总包,
【,
中建,
】,
于,
1月,
25日,
前,
整改,
完成,
,
Q3,B
-,I
4,I
区,I
L1,B
层,I
板面,B
垫块,B
数量,
不足,
，,
要求,
总包,
【,
中建,
】,
于,
1月,
25日,
前,
整改,
完成,
,
Q1,B
-,I
2,I
区,I
B1,B
层,I
楼梯,B
掉角,
，,
要求,
总包,
【,
中建,
】,
于,
1月,
27日,
前,
整改,
完成,
,
Q3,B
区,I
钢筋,B
加工房,I
钢筋,B
未戴,
保护帽,B
，,
要求,
总包,
【,
中建,
】,
于,
1月,
25日,
前,
整改,
完成,
,
Q3,B
-,I
1,I
区,I
B1,B
-,I
L1,I
层柱,I
缺,
加密箍,B
，,
要求,
总包,
【,
中建,
】,
于,
1月,
25日,
前,
整改,
完成,
,
Q2,B
-,I
3,I
区,I
B1,B
层,I
板,B
上下层,I
钢筋,B
被,
踩踏,
在,
一起,
，,
要求,
总包,
【,
中建,
】,
于,
1月,
25日,
前,
整改,
完成,
,
Q1,B
-,I
4,I
区,I
L1,B
层,I
模板,B
支撑架,I
底部,I
垫块,B
个别,
部位,
未,
设置,
，,
要求,
总包,
【,
中建,
】,
于,
1月,
25日,
前,
整改,
完成,
,
Q2,B
区,I
钢筋房,B
机械,B
连接,I
丝头处,I
未,
打磨,
平整,
，,
要求,
总包,
【,
中建,
】,
于,
2月,
26日,
前,
整改,
完成,
,
Q2,B
-,I
3,I
区,I
B1,B
层,I
高,B
支模,I
未,
设置,
兜网,B
，,
要求,
总包,
【,
中建,
】,
于,
2月,
25日,
前,
整改,
完成,
,
Q3,B
-,I
3,I
区,I
B3,B
层,I
后浇带,B
区域,I
凿,
毛,
不,
充分,
，,
要求,
总包,
【,
中建,
】,
于,
2月,
26日,
前,
整改,
完成,
,
T2,B
区,I
L1,B
层,I
凿,
毛,
补充,
分,
混凝土块,B
未,
进行,
清理,
，,
要求,
总包,
【,
中建,
】,
于,
1月,
25日,
前,
整改,
完成,
,
Q1,B
-,I
4,I
区,I
L1,B
层,I
个别,
支,B
模架,I
上部,I
自由端,
过长,
，,
要求,
总包,
【,
中建,
】,
于,
3月,
3日,
前,
整改,
完成,
,
Q1,B
-,I
4,I
L,I
1,B
层,I
个别,
柱,B
钢筋,I
内,
单肢,B
箍,I
端部,I
未,
弯,
折,
135,
°,
，,
要求,
总包,
【,
中,
建,
】,
于,
3,
月,
2,
日,
前,
整改,
完成,
,
Q2,B
-,I
5L1,I
层,I
个别,
梁直,B
螺纹,I
连接,I
外露,I
丝牙,I
过,
多,
，,
要求,
总包,
【,
中建,
】,
于,
3月,
2日,
前,
整改,
完成,
,
Q2,B
-,I
3B1,I
层,I
个别,
柱,B
核心区,I
未,
进行,
加密,
，,
要求,
总包,
【,
中建,
】,
于,
3月,
2日,
前,
整改,
完成,
,
Q3,B
-,I
7B1,I
层,I
个别,
梁底筋,B
未,
绑扎,
，,
要求,
总包,
【,
中建,
】,
于,
3月,
2日,
前,
整改,
完成,
,
Q3,B
-,I
9,I
区,I
个别,
桩,B
钢筋,I
间距,
过,
大,
，,
要求,
总包,
【,
中,
建,
】,
于,
3,
月,
3,
日,
前,
整改,
完成,
,
T2,B
区,I
L1,B
层,I
个别,
墙柱,B
钢筋,I
直,I
螺纹,I
连接,I
外露,I
丝牙,I
过,
多,
，,
要求,
总包,
【,
中建,
】,
于,
3月,
4日,
前,
整改,
完成,
,
T3,B
区,I
L3,B
个别,
柱,B
铝模,I
插销,I
间距,
过,
大,
，,
要求,
总包,
【,
中建,
】,
于,
3月,
4日,
前,
整改,
完成,
,
Q1,B
-,I
5,I
区,I
墙柱,B
底部,I
钢筋,B
偏位,
，,
要求,
总包,
【,
中建,
】,
于,
3月,
9日,
前,
整改,
完成,
,
Q1,B
-,I
8,I
B,I
4,I
层,I
个别,
人,B
防门,I
底部,I
梁,B
缺,
箍筋,B
，,
要求,
总包,
【,
中,
建,
】,
于,
3,
月,
9,
日,
前,
整改,
完成,
,
Q2,B
-,I
6,I
B1,I
个别,
梁钢筋,B
锚固,
长度,
不,
足,
，,
要求,
总包,
【,
中,
建,
】,
于,
3月,
9,
日前,
整改,
完成,
,
Q2,B
-,I
6B1,I
层,I
个别,
位置,
模板,B
拼缝,
过,
大,
，,
要求,
总包,
【,
中建,
】,
于,
3月,
9日,
前,
整改,
完成,
,
Q3,B
-,I
8B1,I
层,I
消防,B
水池,I
止水,I
钢板,I
未,
满,
焊,
，,
要求,
总包,
【,
中建,
】,
于,
3月,
9日,
前,
整改,
完成,
,
Q3,B
-,I
5,I
区,I
B2,B
层,I
后浇带,B
建渣,
未,
清理,
，,
要求,
总包,
【,
中建,
】,
于,
3月,
3日,
前,
整改,
完成,
,
T2,B
区,I
L1,B
层,I
北侧,B
支,B
模架,I
立杆,I
未,
悬空,
，,
要求,
总包,
【,
中建,
】,
于,
3月,
10日,
前,
整改,
完成,
,
T2,B
区,I
L1,B
层,I
柱,B
箍筋,I
间距,
不均匀,
，,
要求,
总包,
【,
中建,
】,
于,
3月,
10日,
前,
整改,
完成,
,
Q1,B
-,I
4,I
区,I
L2,B
层,I
板筋,B
锚固,
长度,
不足,
，,
要求,
总包,
【,
中建,
】,
于,
3月,
15日,
前,
整改,
完成,
,
Q1,B
-,I
4,I
区,I
L2,B
层,I
梁内,B
套管,I
掉入,
梁内,
，,
要求,
总包,
【,
中建,
】,
于,
3月,
15日,
前,
整改,
完成,
,
Q2,B
-,I
6,I
B1,I
个别,
模板,B
拼缝,
过,
大,
，,
要求,
总包,
【,
中,
建,
】,
于,
3月,
15,
日前,
整改,
完成,
,
Q3,B
-,I
6B1,I
层,I
梁,B
直,I
螺纹,I
外露,I
丝牙,I
过,
多,
，,
要求,
总包,
【,
中建,
】,
于,
3月,
15日,
前,
整改,
完成,
,
Q2,B
区,I
加工房,B
机械,
连接,
未,
佩戴,
保护罩,B
，,
要求,
总包,
【,
中建,
】,
于,
3月,
16日,
前,
整改,
完成,
,
Q3,B
-,I
8,I
区,I
B1,B
层,I
高,B
支模,I
未,
设置,
兜网,B
，,
要求,
总包,
【,
中建,
】,
于,
3月,
16日,
前,
整改,
完成,
,
T2,B
区,I
B1,B
层,I
板,B
套管,I
未,
加强,
，,
要求,
总包,
【,
中建,
】,
于,
3月,
16日,
前,
整改,
完成,
,
T2,B
区,I
高,B
支模区,I
钢筋,B
未,
错头,
，,
要求,
总包,
【,
中建,
】,
于,
3月,
16日,
前,
整改,
完成,
,
T2,B
区,I
L2,B
层,I
梁,B
套管,I
未,
加强,
，,
要求,
总包,
【,
中建,
】,
于,
3月,
16日,
前,
整改,
完成,
,
Q1,B
-,I
3,I
区,I
L2,B
层,I
支,B
模架,I
缺少,
兜网,B
，,
要求,
总包,
【,
中建,
】,
于,
3月,
23日,
前,
整改,
完成,
,
Q1,B
-,I
7,I
区,I
L1,B
层,I
梁,B
直,I
螺纹,I
外露,I
丝牙,I
过,
多,
，,
要求,
总包,
【,
中建,
】,
于,
3月,
23日,
前,
整改,
完成,
,
Q1,B
-,I
3,I
L,I
2,I
层,I
个别,
墙柱,B
底部,I
未,
凿,
毛,
，,
要求,
总包,
【,
中,
建,
】,
于,
3月,
23,
日前,
整改,
完成,
,
Q2,B
-,I
5,I
区,I
L,B
1,I
层,I
梁模板,B
拼缝,
过,
大,
，,
要求,
总包,
【,
中,
建,
】,
于,
3,
月,
22,
日,
前,
整改,
完成,
,
Q2,B
-,I
5,I
区,I
L1,B
层,I
个别,
梁内,B
套管,I
未,
加强,
，,
要求,
总包,
【,
中建,
】,
于,
3月,
22日,
前,
整改,
完成,
,
Q3,B
-,I
8,I
区,I
B1,B
结构,I
梁,I
凿,
毛,
不,
充分,
，,
建渣,
未,
清理,
，,
要求,
总包,
【,
中建,
】,
于,
3月,
23日,
前,
整改,
完成,
,
Q3,B
-,I
5,I
外,I
挡墙,I
防水,I
卷材,I
脱落,
，,
要求,
总包,
【,
中,
建,
】,
于,
3,
月,
23,
日,
前,
整改,
完成,
,
Q3,B
-,I
9,I
桩,I
钢筋,I
外露,
未,
进行,
处理,
，,
要求,
总包,
【,
中,
建,
】,
于,
3,
月,
23,
日,
前,
整改,
完成,
,
T2,B
区,I
L2,B
层,I
个别,
支,B
模架,I
立杆,I
悬空,
，,
要求,
总包,
【,
中建,
】,
于,
3月,
23日,
前,
整改,
完成,
,
Q4,B
-,I
1,I
区,I
B4,B
层,I
结构,B
车道,I
处,I
梁,B
钢筋,I
直,
锚段,
长度,
不足,
，,
要求,
总包,
【,
中建,
】,
于,
3月,
22日,
前,
整改,
完成,
,
Q1,B
-,I
8,I
B,I
2,I
层,I
直,B
螺纹,I
连接,I
外露,I
丝扣,I
过,
多,
，,
要求,
总包,
【,
中,
建,
】,
于,
3,
月,
28日,
前,
整改,
完成,
,
Q1,B
区,I
钢筋,B
加工房,I
直径,
28,
的,
丝扣,B
数量,
不够,
，,
要求,
总包,
【,
中建,
】,
于,
3月,
31日,
前,
整改,
完成,
,
Q1,B
区,I
外,B
挡墙,I
防水,I
保护,I
砖,I
未,
做,
，,
要求,
总包,
【,
中建,
】,
于,
3月,
29日,
前,
整改,
完成,
,
Q3,B
-,I
2L1,I
结构板,I
模板,I
拼缝,
过,
大,
，,
要求,
总包,
【,
中建,
】,
于,
3月,
30,
日前,
整改,
完成,
,
Q3,B
-,I
2L1,I
结构,I
梁底,I
钢筋,I
未,
设置,
垫块,B
，,
要求,
总包,
【,
中建,
】,
于,
3月,
30,
日前,
整改,
完成,
,
Q2,B
-,I
3L1,I
结构,I
模板,I
拼缝,
错台,
，,
要求,
总包,
【,
中建,
】,
于,
3月,
30,
日前,
整改,
完成,
,
Q3,B
-,I
2L1,I
结构,I
穿梁,I
套管,I
未,
加强,
，,
要求,
总包,
【,
中建,
】,
于,
3月,
30,
日前,
整改,
完成,
,
Q2,B
-,I
3L1,I
结构,I
梁,I
未,
凿,
毛,
，,
要求,
总包,
【,
中建,
】,
于,
3月,
30,
日前,
整改,
完成,
,
Q2,B
-,I
3L1,I
结构,I
梁筋,I
外露,
丝扣,B
过多,
，,
要求,
总包,
【,
中建,
】,
于,
3月,
30,
日前,
整改,
完成,
,
Q4,B
区,I
B3,B
层,I
柱底,B
箍筋,I
未,
加密,
，,
要求,
总包,
【,
中建,
】,
于,
3月,
30,
日前,
整改,
完成,
,
T3,B
-,I
1,I
B,I
1,I
层,I
支,B
模架,I
天杆,I
少,
横杆,B
，,
要求,
总包,
【,
中,
建,
】,
于,
3,
月,
30,
日前,
整改,
完成,
,
Q1,B
-,I
3,I
区,I
L2,B
层,I
柱模,B
底部,I
未,
用,
双,B
螺帽,I
紧固,
，,
要求,
总包,
【,
中建,
】,
于,
4月,
6日,
前,
整改,
完成,
,
Q1,B
区,I
钢筋,B
加工房,I
直径,
22,
的,
钢筋,B
丝牙,I
不够,
，,
要求,
总包,
【,
中建,
】,
于,
4月,
5日,
前,
整改,
完成,
,
Q1,B
区,I
南侧,B
防水,B
卷材,I
脱落,
，,
要求,
总包,
【,
中建,
】,
于,
4月,
5日,
前,
整改,
完成,
,
T3,B
区,I
L5,B
层,I
剪力墙,B
电渣,I
压力,I
焊,I
焊包,I
质量,
不,
合格,
，,
要求,
总包,
【,
中建,
】,
于,
4月,
5日,
前,
整改,
完成,
,
T2,B
区,I
B1,B
层,I
剪力墙,B
夹渣,
，,
要求,
总包,
【,
中建,
】,
于,
4月,
7日,
前,
整改,
完成,
,
Q3,B
-,I
10,I
区,I
B2,B
层,I
止水,B
钢板,I
未,
满,
焊,
，,
要求,
总包,
【,
中建,
】,
于,
4月,
7日,
前,
整改,
完成,
,
Q3,B
-,I
10,I
区,I
B2,B
层,I
外墙,B
有,
内衬,
，,
要求,
总包,
【,
中建,
】,
于,
4月,
7日,
前,
整改,
完成,
,
Q3,B
-,I
9,I
区,I
B2,B
层,I
施工,B
缝,I
部位,I
未,
凿,
毛,
，,
要求,
总包,
【,
中建,
】,
于,
4月,
8日,
前,
整改,
完成,
,
Q2,B
-,I
5,I
区,I
L1,B
层,I
降班,B
区域,I
吊模,B
用,
木方,
，,
要求,
总包,
【,
中建,
】,
于,
4月,
8日,
前,
整改,
完成,
,
Q3,B
-,I
8,I
区,I
B1,B
层,I
直,B
螺纹,I
套筒,I
连接,I
外露,
丝扣,B
过多,
，,
要求,
总包,
【,
中建,
】,
于,
4月,
8日,
前,
整改,
完成,
,
Q2,B
-,I
5,I
区,I
L2,B
层,I
柱脚,B
未,
凿,
毛,
，,
要求,
总包,
【,
中建,
】,
于,
4月,
8日,
前,
整改,
完成,
,
Q1,B
-,I
8,I
区,I
B1,B
层,I
梁,B
钢筋,I
外露,I
丝牙,I
过,
多,
，,
要求,
总包,
【,
中建,
】,
于,
4月,
11日,
前,
整改,
完成,
,
Q1,B
区,I
钢筋,B
加工房,I
钢筋,I
未戴,
保护帽,B
，,
要求,
总包,
【,
中建,
】,
于,
4月,
12日,
前,
整改,
完成,
,
Q1,B
-,I
8,I
区,I
B1,B
层,I
穿,B
梁,I
套管,I
处,I
未,
设置,
加密,B
箍筋,I
，,
要求,
总包,
【,
中建,
】,
于,
4月,
11日,
前,
整改,
完成,
,
Q2,B
-,I
2,I
区,I
L1,B
层,I
